150	-80  	     1	 -0.15	 -1.71	 -0.26	0.0506	 0.331	  2.13	 0.574	0.0292	-0.011	-0.132	-0.541	 -2.41	-0.938	-0.0761	1.52e-09	
160	-80  	     1	-0.103	 -1.71	-0.283	0.0375	 0.227	  2.13	 0.622	0.0447	-0.00948	-0.0978	 -0.37	 -2.41	 -1.02	-0.117	-0.00548	
170	-80  	     1	-0.0522	 -1.71	-0.296	  0.02	 0.115	  2.13	 0.652	0.0549	-0.00548	-0.052	-0.188	 -2.41	 -1.07	-0.143	-0.00948	
180	-80  	     1	2.63e-08	 -1.71	-0.301	-1.02e-08	-5.79e-08	  2.13	 0.662	0.0584	2.87e-09	2.66e-08	9.47e-08	 -2.41	 -1.08	-0.152	-0.011	
190	-80  	     1	0.0522	 -1.71	-0.296	 -0.02	-0.115	  2.13	 0.652	0.0549	0.00548	 0.052	 0.188	 -2.41	 -1.07	-0.143	-0.00948	
200	-80  	     1	 0.103	 -1.71	-0.283	-0.0375	-0.227	  2.13	 0.622	0.0447	0.00948	0.0978	  0.37	 -2.41	 -1.02	-0.117	-0.00548	
210	-80  	     1	  0.15	 -1.71	 -0.26	-0.0506	-0.331	  2.13	 0.574	0.0292	 0.011	 0.132	 0.541	 -2.41	-0.938	-0.0761	-5.66e-10	
220	-80  	     1	 0.193	 -1.71	 -0.23	-0.0575	-0.426	  2.13	 0.507	0.0101	0.00948	  0.15	 0.696	 -2.41	 -0.83	-0.0264	0.00548	
230	-80  	     1	  0.23	 -1.71	-0.193	-0.0575	-0.507	  2.13	 0.426	-0.0101	0.00548	  0.15	  0.83	 -2.41	-0.696	0.0264	0.00948	
240	-80  	     1	  0.26	 -1.71	 -0.15	-0.0506	-0.574	  2.13	 0.331	-0.0292	-3.83e-09	 0.132	 0.938	 -2.41	-0.541	0.0761	 0.011	
250	-80  	     1	 0.283	 -1.71	-0.103	-0.0375	-0.622	  2.13	 0.227	-0.0447	-0.00548	0.0978	  1.02	 -2.41	 -0.37	 0.117	0.00948	
260	-80  	     1	 0.296	 -1.71	-0.0522	 -0.02	-0.652	  2.13	 0.115	-0.0549	-0.00948	 0.052	  1.07	 -2.41	-0.188	 0.143	0.00548	
270	-80  	     1	 0.301	 -1.71	3.59e-09	1.39e-09	-0.662	  2.13	-7.9e-09	-0.0584	-0.011	-3.63e-09	  1.08	 -2.41	1.29e-08	 0.152	-3.92e-10	
280	-80  	     1	 0.296	 -1.71	0.0522	  0.02	-0.652	  2.13	-0.115	-0.0549	-0.00948	-0.052	  1.07	 -2.41	 0.188	 0.143	-0.00548	
290	-80  	     1	 0.283	 -1.71	 0.103	0.0375	-0.622	  2.13	-0.227	-0.0447	-0.00548	-0.0978	  1.02	 -2.41	  0.37	 0.117	-0.00948	
300	-80  	     1	  0.26	 -1.71	  0.15	0.0506	-0.574	  2.13	-0.331	-0.0292	-3.05e-09	-0.132	 0.938	 -2.41	 0.541	0.0761	-0.011	
310	-80  	     1	  0.23	 -1.71	 0.193	0.0575	-0.507	  2.13	-0.426	-0.0101	0.00548	 -0.15	  0.83	 -2.41	 0.696	0.0264	-0.00948	
320	-80  	     1	 0.193	 -1.71	  0.23	0.0575	-0.426	  2.13	-0.507	0.0101	0.00948	 -0.15	 0.696	 -2.41	  0.83	-0.0264	-0.00548	
330	-80  	     1	  0.15	 -1.71	  0.26	0.0506	-0.331	  2.13	-0.574	0.0292	 0.011	-0.132	 0.541	 -2.41	 0.938	-0.0761	-6.48e-09	
340	-80  	     1	 0.103	 -1.71	 0.283	0.0375	-0.227	  2.13	-0.622	0.0447	0.00948	-0.0978	  0.37	 -2.41	  1.02	-0.117	0.00548	
350	-80  	     1	0.0522	 -1.71	 0.296	  0.02	-0.115	  2.13	-0.652	0.0549	0.00548	-0.052	 0.188	 -2.41	  1.07	-0.143	0.00948	
0	-70  	     1	    -0	 -1.63	 0.592	    -0	     0	  1.84	 -1.24	 0.227	     0	     0	    -0	 -1.76	  1.89	-0.563	0.0837	
10	-70  	     1	-0.103	 -1.63	 0.583	-0.0775	 0.216	  1.84	 -1.23	 0.213	-0.0418	 0.193	-0.329	 -1.76	  1.86	-0.529	0.0725	
20	-70  	     1	-0.203	 -1.63	 0.557	-0.146	 0.426	  1.84	 -1.17	 0.174	-0.0725	 0.362	-0.647	 -1.76	  1.78	-0.431	0.0418	
30	-70  	     1	-0.296	 -1.63	 0.513	-0.196	 0.622	  1.84	 -1.08	 0.113	-0.0837	 0.488	-0.946	 -1.76	  1.64	-0.282	-3.66e-09	
40	-70  	     1	-0.381	 -1.63	 0.454	-0.223	   0.8	  1.84	-0.954	0.0393	-0.0725	 0.555	 -1.22	 -1.76	  1.45	-0.0978	-0.0418	
50	-70  	     1	-0.454	 -1.63	 0.381	-0.223	 0.954	  1.84	  -0.8	-0.0393	-0.0418	 0.555	 -1.45	 -1.76	  1.22	0.0978	-0.0725	
60	-70  	     1	-0.513	 -1.63	 0.296	-0.196	  1.08	  1.84	-0.622	-0.113	7.32e-09	 0.488	 -1.64	 -1.76	 0.946	 0.282	-0.0837	
70	-70  	     1	-0.557	 -1.63	 0.203	-0.146	  1.17	  1.84	-0.426	-0.174	0.0418	 0.362	 -1.78	 -1.76	 0.647	 0.431	-0.0725	
80	-70  	     1	-0.583	 -1.63	 0.103	-0.0775	  1.23	  1.84	-0.216	-0.213	0.0725	 0.193	 -1.86	 -1.76	 0.329	 0.529	-0.0418	
90	-70  	     1	-0.592	 -1.63	-2.59e-08	1.98e-08	  1.24	  1.84	5.44e-08	-0.227	0.0837	-4.92e-08	 -1.89	 -1.76	-8.27e-08	 0.563	1.1e-08	
100	-70  	     1	-0.583	 -1.63	-0.103	0.0775	  1.23	  1.84	 0.216	-0.213	0.0725	-0.193	 -1.86	 -1.76	-0.329	 0.529	0.0418	
110	-70  	     1	-0.557	 -1.63	-0.203	 0.146	  1.17	  1.84	 0.426	-0.174	0.0418	-0.362	 -1.78	 -1.76	-0.647	 0.431	0.0725	
120	-70  	     1	-0.513	 -1.63	-0.296	 0.196	  1.08	  1.84	 0.622	-0.113	-1.46e-08	-0.488	 -1.64	 -1.76	-0.946	 0.282	0.0837	
130	-70  	     1	-0.454	 -1.63	-0.381	 0.223	 0.954	  1.84	   0.8	-0.0393	-0.0418	-0.555	 -1.45	 -1.76	 -1.22	0.0978	0.0725	
140	-70  	     1	-0.381	 -1.63	-0.454	 0.223	   0.8	  1.84	 0.954	0.0393	-0.0725	-0.555	 -1.22	 -1.76	 -1.45	-0.0978	0.0418	
150	-70  	     1	-0.296	 -1.63	-0.513	 0.196	 0.622	  1.84	  1.08	 0.113	-0.0837	-0.488	-0.946	 -1.76	 -1.64	-0.282	1.16e-08	
160	-70  	     1	-0.203	 -1.63	-0.557	 0.146	 0.426	  1.84	  1.17	 0.174	-0.0725	-0.362	-0.647	 -1.76	 -1.78	-0.431	-0.0418	
170	-70  	     1	-0.103	 -1.63	-0.583	0.0775	 0.216	  1.84	  1.23	 0.213	-0.0418	-0.193	-0.329	 -1.76	 -1.86	-0.529	-0.0725	
180	-70  	     1	5.18e-08	 -1.63	-0.592	-3.96e-08	-1.09e-07	  1.84	  1.24	 0.227	2.19e-08	9.85e-08	1.65e-07	 -1.76	 -1.89	-0.563	-0.0837	
190	-70  	     1	 0.103	 -1.63	-0.583	-0.0775	-0.216	  1.84	  1.23	 0.213	0.0418	 0.193	 0.329	 -1.76	 -1.86	-0.529	-0.0725	
200	-70  	     1	 0.203	 -1.63	-0.557	-0.146	-0.426	  1.84	  1.17	 0.174	0.0725	 0.362	 0.647	 -1.76	 -1.78	-0.431	-0.0418	
210	-70  	     1	 0.296	 -1.63	-0.513	-0.196	-0.622	  1.84	  1.08	 0.113	0.0837	 0.488	 0.946	 -1.76	 -1.64	-0.282	-4.32e-09	
220	-70  	     1	 0.381	 -1.63	-0.454	-0.223	  -0.8	  1.84	 0.954	0.0393	0.0725	 0.555	  1.22	 -1.76	 -1.45	-0.0978	0.0418	
230	-70  	     1	 0.454	 -1.63	-0.381	-0.223	-0.954	  1.84	   0.8	-0.0393	0.0418	 0.555	  1.45	 -1.76	 -1.22	0.0978	0.0725	
240	-70  	     1	 0.513	 -1.63	-0.296	-0.196	 -1.08	  1.84	 0.622	-0.113	-2.93e-08	 0.488	  1.64	 -1.76	-0.946	 0.282	0.0837	
250	-70  	     1	 0.557	 -1.63	-0.203	-0.146	 -1.17	  1.84	 0.426	-0.174	-0.0418	 0.362	  1.78	 -1.76	-0.647	 0.431	0.0725	
260	-70  	     1	 0.583	 -1.63	-0.103	-0.0775	 -1.23	  1.84	 0.216	-0.213	-0.0725	 0.193	  1.86	 -1.76	-0.329	 0.529	0.0418	
270	-70  	     1	 0.592	 -1.63	7.06e-09	5.4e-09	 -1.24	  1.84	-1.48e-08	-0.227	-0.0837	-1.34e-08	  1.89	 -1.76	2.26e-08	 0.563	-2.99e-09	
280	-70  	     1	 0.583	 -1.63	 0.103	0.0775	 -1.23	  1.84	-0.216	-0.213	-0.0725	-0.193	  1.86	 -1.76	 0.329	 0.529	-0.0418	
290	-70  	     1	 0.557	 -1.63	 0.203	 0.146	 -1.17	  1.84	-0.426	-0.174	-0.0418	-0.362	  1.78	 -1.76	 0.647	 0.431	-0.0725	
300	-70  	     1	 0.513	 -1.63	 0.296	 0.196	 -1.08	  1.84	-0.622	-0.113	-2.33e-08	-0.488	  1.64	 -1.76	 0.946	 0.282	-0.0837	
310	-70  	     1	 0.454	 -1.63	 0.381	 0.223	-0.954	  1.84	  -0.8	-0.0393	0.0418	-0.555	  1.45	 -1.76	  1.22	0.0978	-0.0725	
320	-70  	     1	 0.381	 -1.63	 0.454	 0.223	  -0.8	  1.84	-0.954	0.0393	0.0725	-0.555	  1.22	 -1.76	  1.45	-0.0978	-0.0418	
330	-70  	     1	 0.296	 -1.63	 0.513	 0.196	-0.622	  1.84	 -1.08	 0.113	0.0837	-0.488	 0.946	 -1.76	  1.64	-0.282	-4.95e-08	
340	-70  	     1	 0.203	 -1.63	 0.557	 0.146	-0.426	  1.84	 -1.17	 0.174	0.0725	-0.362	 0.647	 -1.76	  1.78	-0.431	0.0418	
350	-70  	     1	 0.103	 -1.63	 0.583	0.0775	-0.216	  1.84	 -1.23	 0.213	0.0418	-0.193	 0.329	 -1.76	  1.86	-0.529	0.0725	
0	-60  	     1	    -0	  -1.5	 0.866	    -0	     0	   1.4	 -1.68	 0.484	     0	     0	    -0	-0.859	  2.23	 -1.11	 0.261	
10	-60  	     1	 -0.15	  -1.5	 0.853	-0.166	 0.291	   1.4	 -1.65	 0.455	-0.131	 0.379	-0.387	-0.859	  2.19	 -1.04	 0.226	
20	-60  	     1	-0.296	  -1.5	 0.814	-0.311	 0.574	   1.4	 -1.58	 0.371	-0.226	 0.713	-0.762	-0.859	  2.09	 -0.85	 0.131	
30	-60  	     1	-0.433	  -1.5	  0.75	-0.419	 0.839	   1.4	 -1.45	 0.242	-0.261	 0.961	 -1.11	-0.859	  1.93	-0.555	-1.14e-08	
40	-60  	     1	-0.557	  -1.5	 0.663	-0.477	  1.08	   1.4	 -1.28	0.0841	-0.226	  1.09	 -1.43	-0.859	  1.71	-0.193	-0.131	
50	-60  	     1	-0.663	  -1.5	 0.557	-0.477	  1.28	   1.4	 -1.08	-0.0841	-0.131	  1.09	 -1.71	-0.859	  1.43	 0.193	-0.226	
60	-60  	     1	 -0.75	  -1.5	 0.433	-0.419	  1.45	   1.4	-0.839	-0.242	2.29e-08	 0.961	 -1.93	-0.859	  1.11	 0.555	-0.261	
70	-60  	     1	-0.814	  -1.5	 0.296	-0.311	  1.58	   1.4	-0.574	-0.371	 0.131	 0.713	 -2.09	-0.859	 0.762	  0.85	-0.226	
80	-60  	     1	-0.853	  -1.5	  0.15	-0.166	  1.65	   1.4	-0.291	-0.455	 0.226	 0.379	 -2.19	-0.859	 0.387	  1.04	-0.131	
90	-60  	     1	-0.866	  -1.5	-3.79e-08	4.23e-08	  1.68	   1.4	7.33e-08	-0.484	 0.261	-9.7e-08	 -2.23	-0.859	-9.74e-08	  1.11	3.43e-08	
100	-60  	     1	-0.853	  -1.5	 -0.15	 0.166	  1.65	   1.4	 0.291	-0.455	 0.226	-0.379	 -2.19	-0.859	-0.387	  1.04	 0.131	
110	-60  	     1	-0.814	  -1.5	-0.296	 0.311	  1.58	   1.4	 0.574	-0.371	 0.131	-0.713	 -2.09	-0.859	-0.762	  0.85	 0.226	
120	-60  	     1	 -0.75	  -1.5	-0.433	 0.419	  1.45	   1.4	 0.839	-0.242	-4.57e-08	-0.961	 -1.93	-0.859	 -1.11	 0.555	 0.261	
130	-60  	     1	-0.663	  -1.5	-0.557	 0.477	  1.28	   1.4	  1.08	-0.0841	-0.131	 -1.09	 -1.71	-0.859	 -1.43	 0.193	 0.226	
140	-60  	     1	-0.557	  -1.5	-0.663	 0.477	  1.08	   1.4	  1.28	0.0841	-0.226	 -1.09	 -1.43	-0.859	 -1.71	-0.193	 0.131	
150	-60  	     1	-0.433	  -1.5	 -0.75	 0.419	 0.839	   1.4	  1.45	 0.242	-0.261	-0.961	 -1.11	-0.859	 -1.93	-0.555	3.64e-08	
160	-60  	     1	-0.296	  -1.5	-0.814	 0.311	 0.574	   1.4	  1.58	 0.371	-0.226	-0.713	-0.762	-0.859	 -2.09	 -0.85	-0.131	
170	-60  	     1	 -0.15	  -1.5	-0.853	 0.166	 0.291	   1.4	  1.65	 0.455	-0.131	-0.379	-0.387	-0.859	 -2.19	 -1.04	-0.226	
